2025/07/28 09:17:29 🚀 启动分布式缓存节点: node3
2025/07/28 09:17:29 📡 监听地址: :8003
2025/07/28 09:17:29 🌐 集群节点: map[node1:localhost:8001 node2:localhost:8002 node3:localhost:8003]
2025/07/28 09:17:29 🌐 启动集群管理器，节点ID: node3
2025/07/28 09:17:29 🚀 启动分布式缓存节点: node3
2025/07/28 09:17:29 📡 监听地址: localhost:8003
2025/07/28 09:17:29 🌐 集群节点数: 3
2025/07/28 09:17:31 ✅ 成功通知节点 localhost:8001 关于节点加入
2025/07/28 09:17:31 ✅ 成功通知节点 localhost:8002 关于节点加入
[GIN] 2025/07/28 - 09:17:33 | 200 |      22.403µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 09:17:42 | 200 |     160.633µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:369"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.339µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:370"
[GIN] 2025/07/28 - 09:17:42 | 200 |     131.204µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:372"
[GIN] 2025/07/28 - 09:17:42 | 200 |     169.934µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:375"
[GIN] 2025/07/28 - 09:17:42 | 200 |     207.367µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:378"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.926µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:381"
[GIN] 2025/07/28 - 09:17:42 | 200 |     161.431µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:384"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.907µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:386"
[GIN] 2025/07/28 - 09:17:42 | 200 |     190.016µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:387"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.868µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:388"
[GIN] 2025/07/28 - 09:17:42 | 200 |     146.314µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:390"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.526µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:393"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.988µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:395"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.102µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:396"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.221µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:397"
[GIN] 2025/07/28 - 09:17:42 | 200 |     167.434µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:399"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.334µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:401"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.835µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:402"
[GIN] 2025/07/28 - 09:17:42 | 200 |      14.201µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:403"
[GIN] 2025/07/28 - 09:17:42 | 200 |     167.284µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:405"
[GIN] 2025/07/28 - 09:17:42 | 200 |       11.83µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:407"
[GIN] 2025/07/28 - 09:17:42 | 200 |     519.322µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:408"
[GIN] 2025/07/28 - 09:17:42 | 200 |     216.195µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:411"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.286µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:412"
[GIN] 2025/07/28 - 09:17:42 | 200 |     194.116µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:414"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.009µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:417"
[GIN] 2025/07/28 - 09:17:42 | 200 |      10.297µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:419"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.169µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:420"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.415µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:423"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.121µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:425"
[GIN] 2025/07/28 - 09:17:42 | 200 |     191.246µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:426"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.644µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:428"
[GIN] 2025/07/28 - 09:17:42 | 200 |     131.674µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:429"
[GIN] 2025/07/28 - 09:17:42 | 200 |     162.972µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:432"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.616µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:435"
[GIN] 2025/07/28 - 09:17:42 | 200 |      155.02µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:438"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.341µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:439"
[GIN] 2025/07/28 - 09:17:42 | 200 |     148.325µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:441"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.302µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:444"
[GIN] 2025/07/28 - 09:17:42 | 200 |      176.48µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:447"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.924µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:449"
[GIN] 2025/07/28 - 09:17:42 | 200 |     175.984µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:450"
[GIN] 2025/07/28 - 09:17:42 | 200 |     169.292µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:453"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.168µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:456"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.259µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:458"
[GIN] 2025/07/28 - 09:17:42 | 200 |     247.521µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:459"
[GIN] 2025/07/28 - 09:17:42 | 200 |     218.638µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:462"
[GIN] 2025/07/28 - 09:17:42 | 200 |     158.741µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:465"
[GIN] 2025/07/28 - 09:17:42 | 200 |     172.003µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:468"
[GIN] 2025/07/28 - 09:17:42 | 200 |     164.189µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:471"
[GIN] 2025/07/28 - 09:17:42 | 200 |      26.945µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:472"
[GIN] 2025/07/28 - 09:17:42 | 200 |      132.48µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:474"
[GIN] 2025/07/28 - 09:17:42 | 200 |       7.904µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:475"
[GIN] 2025/07/28 - 09:17:42 | 200 |       5.903µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:476"
[GIN] 2025/07/28 - 09:17:42 | 200 |     158.959µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:477"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.302µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:478"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.213µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:479"
[GIN] 2025/07/28 - 09:17:42 | 200 |       12.24µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:480"
[GIN] 2025/07/28 - 09:17:42 | 200 |       6.937µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:482"
[GIN] 2025/07/28 - 09:17:42 | 200 |     180.039µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:483"
[GIN] 2025/07/28 - 09:17:42 | 200 |     109.861µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:486"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.424µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:489"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.656µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:491"
[GIN] 2025/07/28 - 09:17:42 | 200 |     112.561µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:492"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.438µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:495"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.787µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:496"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.377µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:497"
[GIN] 2025/07/28 - 09:17:42 | 200 |        8.97µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:498"
[GIN] 2025/07/28 - 09:17:42 | 200 |     119.059µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:501"
[GIN] 2025/07/28 - 09:17:42 | 200 |      14.616µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:502"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.061µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:503"
[GIN] 2025/07/28 - 09:17:42 | 200 |     164.601µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:504"
[GIN] 2025/07/28 - 09:17:42 | 200 |       7.976µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:505"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.357µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:506"
[GIN] 2025/07/28 - 09:17:42 | 200 |     155.043µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:507"
[GIN] 2025/07/28 - 09:17:42 | 200 |     154.639µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:510"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.735µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:512"
[GIN] 2025/07/28 - 09:17:42 | 200 |     178.065µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:513"
[GIN] 2025/07/28 - 09:17:42 | 200 |      147.03µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:516"
[GIN] 2025/07/28 - 09:17:42 | 200 |           8µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:517"
[GIN] 2025/07/28 - 09:17:42 | 200 |       7.603µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:519"
[GIN] 2025/07/28 - 09:17:42 | 200 |     118.207µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:522"
[GIN] 2025/07/28 - 09:17:42 | 200 |      10.043µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:525"
[GIN] 2025/07/28 - 09:17:42 | 200 |       10.01µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:527"
[GIN] 2025/07/28 - 09:17:42 | 200 |     146.849µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:528"
[GIN] 2025/07/28 - 09:17:42 | 200 |      14.488µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:530"
[GIN] 2025/07/28 - 09:17:42 | 200 |        12.9µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:531"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.924µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:532"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.004µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:534"
[GIN] 2025/07/28 - 09:17:42 | 200 |     167.403µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:537"
[GIN] 2025/07/28 - 09:17:42 | 200 |      10.472µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:540"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.745µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:541"
[GIN] 2025/07/28 - 09:17:42 | 200 |          11µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:543"
[GIN] 2025/07/28 - 09:17:42 | 200 |       156.8µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:546"
[GIN] 2025/07/28 - 09:17:42 | 200 |     135.458µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:549"
[GIN] 2025/07/28 - 09:17:42 | 200 |     126.776µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:552"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.696µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:553"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.616µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:554"
[GIN] 2025/07/28 - 09:17:42 | 200 |     125.133µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:555"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.269µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:558"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.605µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:560"
[GIN] 2025/07/28 - 09:17:42 | 200 |       11.44µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:561"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.152µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:562"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.859µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:563"
[GIN] 2025/07/28 - 09:17:42 | 200 |       6.639µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:564"
[GIN] 2025/07/28 - 09:17:42 | 200 |      10.626µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:566"
[GIN] 2025/07/28 - 09:17:42 | 200 |     143.077µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:567"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.875µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:569"
[GIN] 2025/07/28 - 09:17:42 | 200 |     143.166µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:570"
[GIN] 2025/07/28 - 09:17:42 | 200 |      23.371µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:573"
[GIN] 2025/07/28 - 09:17:42 | 200 |     124.097µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:576"
[GIN] 2025/07/28 - 09:17:42 | 200 |     140.865µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:579"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.197µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:580"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.356µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:582"
[GIN] 2025/07/28 - 09:17:42 | 200 |     167.801µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:585"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.385µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:588"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.301µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:589"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.408µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:591"
[GIN] 2025/07/28 - 09:17:42 | 200 |     160.567µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:594"
[GIN] 2025/07/28 - 09:17:42 | 200 |       7.585µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:595"
[GIN] 2025/07/28 - 09:17:42 | 200 |     155.284µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:597"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.996µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:598"
[GIN] 2025/07/28 - 09:17:42 | 200 |     126.268µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:600"
[GIN] 2025/07/28 - 09:17:42 | 200 |     111.589µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:603"
[GIN] 2025/07/28 - 09:17:42 | 200 |       6.465µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:604"
[GIN] 2025/07/28 - 09:17:42 | 200 |     130.176µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:606"
[GIN] 2025/07/28 - 09:17:42 | 200 |     192.959µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:609"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.575µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:610"
[GIN] 2025/07/28 - 09:17:42 | 200 |     146.166µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:612"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.157µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:613"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.488µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:615"
[GIN] 2025/07/28 - 09:17:42 | 200 |     122.098µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:618"
[GIN] 2025/07/28 - 09:17:42 | 200 |     153.244µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:621"
[GIN] 2025/07/28 - 09:17:42 | 200 |       7.875µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:624"
[GIN] 2025/07/28 - 09:17:42 | 200 |       7.174µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:625"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.501µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:626"
[GIN] 2025/07/28 - 09:17:42 | 200 |     134.261µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:627"
[GIN] 2025/07/28 - 09:17:42 | 200 |      10.154µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:628"
[GIN] 2025/07/28 - 09:17:42 | 200 |       6.512µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:629"
[GIN] 2025/07/28 - 09:17:42 | 200 |     103.821µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:630"
[GIN] 2025/07/28 - 09:17:42 | 200 |       6.421µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:631"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.808µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:633"
[GIN] 2025/07/28 - 09:17:42 | 200 |     153.553µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:636"
[GIN] 2025/07/28 - 09:17:42 | 200 |       50.12µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:639"
[GIN] 2025/07/28 - 09:17:42 | 200 |      10.253µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:641"
[GIN] 2025/07/28 - 09:17:42 | 200 |     136.387µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:642"
[GIN] 2025/07/28 - 09:17:42 | 200 |     126.367µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:645"
[GIN] 2025/07/28 - 09:17:42 | 200 |     152.775µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:648"
[GIN] 2025/07/28 - 09:17:42 | 200 |     109.671µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:651"
[GIN] 2025/07/28 - 09:17:42 | 200 |       7.306µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:652"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.704µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:654"
[GIN] 2025/07/28 - 09:17:42 | 200 |     137.843µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:657"
[GIN] 2025/07/28 - 09:17:42 | 200 |     128.924µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:660"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.914µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:662"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.894µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:663"
[GIN] 2025/07/28 - 09:17:42 | 200 |       7.715µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:666"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.915µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:668"
[GIN] 2025/07/28 - 09:17:42 | 200 |     148.369µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:669"
[GIN] 2025/07/28 - 09:17:42 | 200 |     151.334µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:672"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.374µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:674"
[GIN] 2025/07/28 - 09:17:42 | 200 |       14.82µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:675"
[GIN] 2025/07/28 - 09:17:42 | 200 |     178.187µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:678"
[GIN] 2025/07/28 - 09:17:42 | 200 |      162.46µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:681"
[GIN] 2025/07/28 - 09:17:42 | 200 |       11.79µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:684"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.235µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:685"
[GIN] 2025/07/28 - 09:17:42 | 200 |     146.979µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:687"
[GIN] 2025/07/28 - 09:17:42 | 200 |     112.303µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:690"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.423µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:691"
[GIN] 2025/07/28 - 09:17:42 | 200 |       6.598µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:692"
[GIN] 2025/07/28 - 09:17:42 | 200 |     137.109µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:693"
[GIN] 2025/07/28 - 09:17:42 | 200 |     156.027µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:696"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.528µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:698"
[GIN] 2025/07/28 - 09:17:42 | 200 |     120.332µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:699"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.469µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:701"
[GIN] 2025/07/28 - 09:17:42 | 200 |     164.796µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:702"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.897µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:703"
[GIN] 2025/07/28 - 09:17:42 | 200 |     138.693µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:705"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.542µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:706"
[GIN] 2025/07/28 - 09:17:42 | 200 |     185.096µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:708"
[GIN] 2025/07/28 - 09:17:42 | 200 |     107.417µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:711"
[GIN] 2025/07/28 - 09:17:42 | 200 |      159.34µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:714"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.361µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:716"
[GIN] 2025/07/28 - 09:17:42 | 200 |       6.633µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:717"
[GIN] 2025/07/28 - 09:17:42 | 200 |       6.215µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:719"
[GIN] 2025/07/28 - 09:17:42 | 200 |      14.223µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:720"
[GIN] 2025/07/28 - 09:17:42 | 200 |     260.993µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:723"
[GIN] 2025/07/28 - 09:17:42 | 200 |        9.36µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:724"
[GIN] 2025/07/28 - 09:17:42 | 200 |     150.438µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:726"
[GIN] 2025/07/28 - 09:17:42 | 200 |     213.345µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:729"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.935µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:730"
[GIN] 2025/07/28 - 09:17:42 | 200 |      10.381µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:731"
[GIN] 2025/07/28 - 09:17:42 | 200 |       153.8µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:732"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.791µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:733"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.111µs |       127.0.0.1 | DELETE   "/internal/cache/perf:write:734"
[GIN] 2025/07/28 - 09:17:42 | 200 |     143.273µs |       127.0.0.1 | DELETE   "/api/v1/cache/perf:write:735"
